id,source_id,target_id,type,description,direction,lag,confidence,provenance
rel-000299,obs-gdp-tertiary-1997-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000300,obs-gdp-primary-1997-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000301,obs-gdp-primary-1997-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000302,obs-gdp-primary-1997-Q4,period-1997-Q4,AT_TIME,观测统计期,,,,
rel-000303,obs-gdp-primary-1997-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000304,obs-gdp-secondary-1997-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000305,obs-gdp-secondary-1997-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000306,obs-gdp-secondary-1997-Q4,period-1997-Q4,AT_TIME,观测统计期,,,,
rel-000307,obs-gdp-secondary-1997-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000308,obs-gdp-tertiary-1997-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000309,obs-gdp-tertiary-1997-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000310,obs-gdp-tertiary-1997-Q4,period-1997-Q4,AT_TIME,观测统计期,,,,
rel-000311,obs-gdp-tertiary-1997-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000312,obs-gdp-primary-1998-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000313,obs-gdp-primary-1998-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000314,obs-gdp-primary-1998-Q1,period-1998-Q1,AT_TIME,观测统计期,,,,
rel-000315,obs-gdp-primary-1998-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000316,obs-gdp-secondary-1998-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000317,obs-gdp-secondary-1998-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000318,obs-gdp-secondary-1998-Q1,period-1998-Q1,AT_TIME,观测统计期,,,,
rel-000319,obs-gdp-secondary-1998-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000320,obs-gdp-tertiary-1998-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000321,obs-gdp-tertiary-1998-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000322,obs-gdp-tertiary-1998-Q1,period-1998-Q1,AT_TIME,观测统计期,,,,
rel-000323,obs-gdp-tertiary-1998-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000324,obs-gdp-primary-1998-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000325,obs-gdp-primary-1998-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000326,obs-gdp-primary-1998-Q2,period-1998-Q2,AT_TIME,观测统计期,,,,
rel-000327,obs-gdp-primary-1998-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000328,obs-gdp-secondary-1998-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000329,obs-gdp-secondary-1998-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000330,obs-gdp-secondary-1998-Q2,period-1998-Q2,AT_TIME,观测统计期,,,,
rel-000331,obs-gdp-secondary-1998-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000332,obs-gdp-tertiary-1998-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000333,obs-gdp-tertiary-1998-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000334,obs-gdp-tertiary-1998-Q2,period-1998-Q2,AT_TIME,观测统计期,,,,
rel-000335,obs-gdp-tertiary-1998-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000336,obs-gdp-primary-1998-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000337,obs-gdp-primary-1998-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000338,obs-gdp-primary-1998-Q3,period-1998-Q3,AT_TIME,观测统计期,,,,
rel-000339,obs-gdp-primary-1998-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000340,obs-gdp-secondary-1998-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000341,obs-gdp-secondary-1998-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000342,obs-gdp-secondary-1998-Q3,period-1998-Q3,AT_TIME,观测统计期,,,,
rel-000343,obs-gdp-secondary-1998-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000344,obs-gdp-tertiary-1998-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000345,obs-gdp-tertiary-1998-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000346,obs-gdp-tertiary-1998-Q3,period-1998-Q3,AT_TIME,观测统计期,,,,
rel-000347,obs-gdp-tertiary-1998-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000348,obs-gdp-primary-1998-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000349,obs-gdp-primary-1998-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000350,obs-gdp-primary-1998-Q4,period-1998-Q4,AT_TIME,观测统计期,,,,
rel-000351,obs-gdp-primary-1998-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000352,obs-gdp-secondary-1998-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000353,obs-gdp-secondary-1998-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000354,obs-gdp-secondary-1998-Q4,period-1998-Q4,AT_TIME,观测统计期,,,,
rel-000355,obs-gdp-secondary-1998-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000356,obs-gdp-tertiary-1998-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000357,obs-gdp-tertiary-1998-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000358,obs-gdp-tertiary-1998-Q4,period-1998-Q4,AT_TIME,观测统计期,,,,
rel-000359,obs-gdp-tertiary-1998-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000360,obs-gdp-primary-1999-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000361,obs-gdp-primary-1999-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000362,obs-gdp-primary-1999-Q1,period-1999-Q1,AT_TIME,观测统计期,,,,
rel-000363,obs-gdp-primary-1999-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000364,obs-gdp-secondary-1999-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000365,obs-gdp-secondary-1999-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000366,obs-gdp-secondary-1999-Q1,period-1999-Q1,AT_TIME,观测统计期,,,,
rel-000367,obs-gdp-secondary-1999-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000368,obs-gdp-tertiary-1999-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000369,obs-gdp-tertiary-1999-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000370,obs-gdp-tertiary-1999-Q1,period-1999-Q1,AT_TIME,观测统计期,,,,
rel-000371,obs-gdp-tertiary-1999-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000372,obs-gdp-primary-1999-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000373,obs-gdp-primary-1999-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000374,obs-gdp-primary-1999-Q2,period-1999-Q2,AT_TIME,观测统计期,,,,
rel-000375,obs-gdp-primary-1999-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000376,obs-gdp-secondary-1999-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000377,obs-gdp-secondary-1999-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000378,obs-gdp-secondary-1999-Q2,period-1999-Q2,AT_TIME,观测统计期,,,,
rel-000379,obs-gdp-secondary-1999-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000380,obs-gdp-tertiary-1999-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000381,obs-gdp-tertiary-1999-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000382,obs-gdp-tertiary-1999-Q2,period-1999-Q2,AT_TIME,观测统计期,,,,
rel-000383,obs-gdp-tertiary-1999-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000384,obs-gdp-primary-1999-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000385,obs-gdp-primary-1999-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000386,obs-gdp-primary-1999-Q3,period-1999-Q3,AT_TIME,观测统计期,,,,
rel-000387,obs-gdp-primary-1999-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000388,obs-gdp-secondary-1999-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000389,obs-gdp-secondary-1999-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000390,obs-gdp-secondary-1999-Q3,period-1999-Q3,AT_TIME,观测统计期,,,,
rel-000391,obs-gdp-secondary-1999-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000392,obs-gdp-tertiary-1999-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000393,obs-gdp-tertiary-1999-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000394,obs-gdp-tertiary-1999-Q3,period-1999-Q3,AT_TIME,观测统计期,,,,
rel-000395,obs-gdp-tertiary-1999-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000396,obs-gdp-primary-1999-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000397,obs-gdp-primary-1999-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000398,obs-gdp-primary-1999-Q4,period-1999-Q4,AT_TIME,观测统计期,,,,
rel-000399,obs-gdp-primary-1999-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000400,obs-gdp-secondary-1999-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000401,obs-gdp-secondary-1999-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000402,obs-gdp-secondary-1999-Q4,period-1999-Q4,AT_TIME,观测统计期,,,,
rel-000403,obs-gdp-secondary-1999-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000404,obs-gdp-tertiary-1999-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000405,obs-gdp-tertiary-1999-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000406,obs-gdp-tertiary-1999-Q4,period-1999-Q4,AT_TIME,观测统计期,,,,
rel-000407,obs-gdp-tertiary-1999-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000408,obs-gdp-primary-2000-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000409,obs-gdp-primary-2000-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000410,obs-gdp-primary-2000-Q1,period-2000-Q1,AT_TIME,观测统计期,,,,
rel-000411,obs-gdp-primary-2000-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000412,obs-gdp-secondary-2000-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000413,obs-gdp-secondary-2000-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000414,obs-gdp-secondary-2000-Q1,period-2000-Q1,AT_TIME,观测统计期,,,,
rel-000415,obs-gdp-secondary-2000-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000416,obs-gdp-tertiary-2000-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000417,obs-gdp-tertiary-2000-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000418,obs-gdp-tertiary-2000-Q1,period-2000-Q1,AT_TIME,观测统计期,,,,
rel-000419,obs-gdp-tertiary-2000-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000420,obs-gdp-primary-2000-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000421,obs-gdp-primary-2000-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000422,obs-gdp-primary-2000-Q2,period-2000-Q2,AT_TIME,观测统计期,,,,
rel-000423,obs-gdp-primary-2000-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000424,obs-gdp-secondary-2000-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000425,obs-gdp-secondary-2000-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000426,obs-gdp-secondary-2000-Q2,period-2000-Q2,AT_TIME,观测统计期,,,,
rel-000427,obs-gdp-secondary-2000-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000428,obs-gdp-tertiary-2000-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000429,obs-gdp-tertiary-2000-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000430,obs-gdp-tertiary-2000-Q2,period-2000-Q2,AT_TIME,观测统计期,,,,
rel-000431,obs-gdp-tertiary-2000-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000432,obs-gdp-primary-2000-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000433,obs-gdp-primary-2000-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000434,obs-gdp-primary-2000-Q3,period-2000-Q3,AT_TIME,观测统计期,,,,
rel-000435,obs-gdp-primary-2000-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000436,obs-gdp-secondary-2000-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000437,obs-gdp-secondary-2000-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000438,obs-gdp-secondary-2000-Q3,period-2000-Q3,AT_TIME,观测统计期,,,,
rel-000439,obs-gdp-secondary-2000-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000440,obs-gdp-tertiary-2000-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000441,obs-gdp-tertiary-2000-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000442,obs-gdp-tertiary-2000-Q3,period-2000-Q3,AT_TIME,观测统计期,,,,
rel-000443,obs-gdp-tertiary-2000-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000444,obs-gdp-primary-2000-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000445,obs-gdp-primary-2000-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000446,obs-gdp-primary-2000-Q4,period-2000-Q4,AT_TIME,观测统计期,,,,
rel-000447,obs-gdp-primary-2000-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000448,obs-gdp-secondary-2000-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000449,obs-gdp-secondary-2000-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000450,obs-gdp-secondary-2000-Q4,period-2000-Q4,AT_TIME,观测统计期,,,,
rel-000451,obs-gdp-secondary-2000-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000452,obs-gdp-tertiary-2000-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000453,obs-gdp-tertiary-2000-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000454,obs-gdp-tertiary-2000-Q4,period-2000-Q4,AT_TIME,观测统计期,,,,
rel-000455,obs-gdp-tertiary-2000-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000456,obs-gdp-primary-2001-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000457,obs-gdp-primary-2001-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000458,obs-gdp-primary-2001-Q1,period-2001-Q1,AT_TIME,观测统计期,,,,
rel-000459,obs-gdp-primary-2001-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000460,obs-gdp-secondary-2001-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000461,obs-gdp-secondary-2001-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000462,obs-gdp-secondary-2001-Q1,period-2001-Q1,AT_TIME,观测统计期,,,,
rel-000463,obs-gdp-secondary-2001-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000464,obs-gdp-tertiary-2001-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000465,obs-gdp-tertiary-2001-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000466,obs-gdp-tertiary-2001-Q1,period-2001-Q1,AT_TIME,观测统计期,,,,
rel-000467,obs-gdp-tertiary-2001-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000468,obs-gdp-primary-2001-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000469,obs-gdp-primary-2001-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000470,obs-gdp-primary-2001-Q2,period-2001-Q2,AT_TIME,观测统计期,,,,
rel-000471,obs-gdp-primary-2001-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000472,obs-gdp-secondary-2001-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000473,obs-gdp-secondary-2001-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000474,obs-gdp-secondary-2001-Q2,period-2001-Q2,AT_TIME,观测统计期,,,,
rel-000475,obs-gdp-secondary-2001-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000476,obs-gdp-tertiary-2001-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000477,obs-gdp-tertiary-2001-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000478,obs-gdp-tertiary-2001-Q2,period-2001-Q2,AT_TIME,观测统计期,,,,
rel-000479,obs-gdp-tertiary-2001-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000480,obs-gdp-primary-2001-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000481,obs-gdp-primary-2001-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000482,obs-gdp-primary-2001-Q3,period-2001-Q3,AT_TIME,观测统计期,,,,
rel-000483,obs-gdp-primary-2001-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000484,obs-gdp-secondary-2001-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000485,obs-gdp-secondary-2001-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000486,obs-gdp-secondary-2001-Q3,period-2001-Q3,AT_TIME,观测统计期,,,,
rel-000487,obs-gdp-secondary-2001-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000488,obs-gdp-tertiary-2001-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000489,obs-gdp-tertiary-2001-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000490,obs-gdp-tertiary-2001-Q3,period-2001-Q3,AT_TIME,观测统计期,,,,
rel-000491,obs-gdp-tertiary-2001-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000492,obs-gdp-primary-2001-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000493,obs-gdp-primary-2001-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000494,obs-gdp-primary-2001-Q4,period-2001-Q4,AT_TIME,观测统计期,,,,
rel-000495,obs-gdp-primary-2001-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000496,obs-gdp-secondary-2001-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000497,obs-gdp-secondary-2001-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000498,obs-gdp-secondary-2001-Q4,period-2001-Q4,AT_TIME,观测统计期,,,,
rel-000499,obs-gdp-secondary-2001-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000500,obs-gdp-tertiary-2001-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000501,obs-gdp-tertiary-2001-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000502,obs-gdp-tertiary-2001-Q4,period-2001-Q4,AT_TIME,观测统计期,,,,
rel-000503,obs-gdp-tertiary-2001-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000504,obs-gdp-primary-2002-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000505,obs-gdp-primary-2002-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000506,obs-gdp-primary-2002-Q1,period-2002-Q1,AT_TIME,观测统计期,,,,
rel-000507,obs-gdp-primary-2002-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000508,obs-gdp-secondary-2002-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000509,obs-gdp-secondary-2002-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000510,obs-gdp-secondary-2002-Q1,period-2002-Q1,AT_TIME,观测统计期,,,,
rel-000511,obs-gdp-secondary-2002-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000512,obs-gdp-tertiary-2002-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000513,obs-gdp-tertiary-2002-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000514,obs-gdp-tertiary-2002-Q1,period-2002-Q1,AT_TIME,观测统计期,,,,
rel-000515,obs-gdp-tertiary-2002-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000516,obs-gdp-primary-2002-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000517,obs-gdp-primary-2002-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000518,obs-gdp-primary-2002-Q2,period-2002-Q2,AT_TIME,观测统计期,,,,
